address,current_name,glabel,name_layer,aliases,insns,src_location,origin,tier,evidence,action,proposed_name,queued
0x8001C8DC,mode_helper,func_8001C8DC,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8001C8DC,291,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x8001CD68,func_8001CD68,func_8001CD68,glabel,,62,src/code6cac.c:1196,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8001CE60,camera_set_target_zoom,camera_set_target_zoom,glabel,,588,src/code6cac.c:1216,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'MED â€” 5-19 insn diff, unique affinity match @ HIGH â€” â‰¤5 insn diff, unique affinity match @ Kengo near-miss batch ('; kengo_matches.csv: kengo_name=camera_set_target_zoom confidence=name-unique insn_diff=5 combined_score=0.00; body at src/code6cac.c:1216",RESET,,yes
0x8001D790,se_data_set,se_data_set,glabel,,93,src/code6cac.c:1222,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=se_data_set confidence=name-unique insn_diff=0 combined_score=0.06; body at src/code6cac.c:1222",RESET,,
0x8001D904,motion_Close_8001D904,motion_Close_8001D904,glabel,,37,src/code6cac.c:1262,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=motion_Close confidence=name-unique insn_diff=-3 combined_score=0.07; body at src/code6cac.c:1262,RESET,,
0x8001D998,motion_Close_8001D998,motion_Close_8001D998,glabel,,37,src/code6cac.c:1277,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=motion_Close confidence=name-unique insn_diff=-3 combined_score=0.07; body at src/code6cac.c:1277,RESET,,
0x8001DA2C,cpu_init_game_objects,func_8001DA2C,named_syms.txt/symbol_addrs.txt alias only,cpu_init_game_objects_8001DA2C,24,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001DA8C,camera_SetMatrix_8001DA8C,camera_SetMatrix_8001DA8C,glabel,,51,src/code6cac.c:1302,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=camera_SetMatrix confidence=name-unique insn_diff=0 combined_score=0.04; body at src/code6cac.c:1302",RESET,,
0x8001DB58,file_GetFlag2_StageGated,func_8001DB58,named_syms.txt/symbol_addrs.txt alias only,file_GetFlag2_StageGated,17,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=mk_leaf_newpos_helper_8001DB58,KEEP,,
0x8001DB9C,gnd_close_8001DB9C,gnd_close_8001DB9C,glabel,,18,src/code6cac.c:1344,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=gnd_close confidence=name-unique insn_diff=1 combined_score=0.07; body at src/code6cac.c:1344,RESET,,
0x8001DBE4,camera_SetMatrix_8001DBE4,camera_SetMatrix_8001DBE4,glabel,camera_SetMatrix_8001DBE4;display_framebuffer_dispatch_8001DBE4,51,src/code6cac.c:1348,misname-flag,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; RECORDED CONTRADICTION: named_syms.txt:2500 /* MISNAMED: not a camera fn; dispatches func_8003AA78/AA48 based on g_disp_enable */; body at src/code6cac.c:1348",RESET,,
0x8001DCB0,mario_test_Exec,mario_test_Exec,glabel,mode_handler_00_GameInit,469,src/code6cac.c:1373(INCLUDE_ASM),kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'MED â€” 5-19 insn diff, unique affinity match @ HIGH â€” â‰¤5 insn diff, unique affinity match @ Kengo near-miss batch ('; kengo_matches.csv: kengo_name=mario_test_Exec confidence=name-unique insn_diff=-19 combined_score=0.12; body at src/code6cac.c:1373(INCLUDE_ASM)",RESET,,yes
0x8001E404,cpu_init_stage_and_camera_setup,func_8001E404,named_syms.txt/symbol_addrs.txt alias only,cpu_init_stage_and_camera_setup_8001E404,184,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,yes
0x8001E6E4,md_game_restart_init,func_8001E6E4,named_syms.txt/symbol_addrs.txt alias only,md_game_restart_init;md_game_restart_init_8001E6E4,71,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,yes
0x8001E800,mode_helper,func_8001E800,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8001E800,30,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001E878,mode_handler_01_GameFrameUpdate,func_8001E878,named_syms.txt/symbol_addrs.txt alias only,mode_handler_01_GameFrameUpdate,99,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,
0x8001EA04,mode_handler_12_RoundCleanup,func_8001EA04,named_syms.txt/symbol_addrs.txt alias only,mode_handler_12_RoundCleanup,32,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001EA84,cpu_get_move_pattern_table_number,cpu_get_move_pattern_table_number,glabel,,268,src/code6cac.c:1552,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” â‰¤5 insn diff, unique affinity match @ Kengo near-miss batch (13 renames, Â±5%, 2026-03-30)'; kengo_matches.csv: kengo_name=cpu_get_move_pattern_table_number confidence=name-unique insn_diff=-3 combined_score=0.03; body at src/code6cac.c:1552",RESET,,
0x8001EEB4,hirahira_w_frie2,func_8001EEB4,named_syms.txt/symbol_addrs.txt alias only,hirahira_w_frie2;hirahira_w_frie2_8001EEB4,59,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,
0x8001EFA0,mode_handler_17_GameContinueFrame,func_8001EFA0,named_syms.txt/symbol_addrs.txt alias only,mode_handler_17_GameContinueFrame,137,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001F1C4,mode_helper,func_8001F1C4,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8001F1C4,72,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001F2E4,md_game_rob_data_init,md_game_rob_data_init,glabel,,351,src/code6cac.c:1730(INCLUDE_ASM),kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=md_game_rob_data_init confidence=name-unique insn_diff=0 combined_score=0.06; body at src/code6cac.c:1730(INCLUDE_ASM)",RESET,,yes
0x8001F860,calc_AngleDelta,func_8001F860,named_syms.txt/symbol_addrs.txt alias only,calc_AngleDelta_8001F860,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8001F888,cpu_helper,func_8001F888,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_8001F888,44,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,
0x8001F938,cpu_helper,func_8001F938,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_8001F938,107,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x8001FAE4,single_game_FindStatusUpData,func_8001FAE4,named_syms.txt/symbol_addrs.txt alias only,single_game_FindStatusUpData_8001FAE4,20,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=single_game_CheckStatusUpDataTotalOver_helper_8001FAE4,KEEP,,
0x8001FB34,single_game_CheckGameState,func_8001FB34,named_syms.txt/symbol_addrs.txt alias only,single_game_CheckGameState_8001FB34,45,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=single_game_CheckStatusUpDataTotalOver_helper_8001FB34,KEEP,,
0x8001FBE8,single_game_CheckStatusUpDataTotalOver,single_game_CheckStatusUpDataTotalOver,glabel,,289,src/code6cac.c:1864,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=single_game_CheckStatusUpDataTotalOver confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac.c:1864",RESET,,yes
0x8002006C,cpu_update_frame_timing_stats,func_8002006C,named_syms.txt/symbol_addrs.txt alias only,cpu_update_frame_timing_stats_8002006C,28,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800200DC,cpu_helper,func_800200DC,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_800200DC,182,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800203B4,calc_fc_frame_800203B4,calc_fc_frame_800203B4,glabel,apply_motion_matrix_800203B4;calc_fc_frame_800203B4,67,src/code6cac.c:1944,misname-flag,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'MED â€” affinity match @ HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-3'; RECORDED CONTRADICTION: named_syms.txt:2499 /* MISNAMED: not frame calc; extracts motion matrix and applies GTE rotation to a vector */; body at src/code6cac.c:1944",RESET,,yes
0x800204C0,single_game_SetAbilityData,single_game_SetAbilityData,glabel,,124,src/code6cac.c:2006,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=single_game_SetAbilityData confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac.c:2006",RESET,,yes
0x800206B0,mario_helper,func_800206B0,named_syms.txt/symbol_addrs.txt alias only,mario_helper_800206B0,70,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800207C8,mode_helper,func_800207C8,named_syms.txt/symbol_addrs.txt alias only,mode_helper_800207C8,325,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_800207C8,KEEP,,yes
0x80020CDC,seq_ConditionalReset,func_80020CDC,named_syms.txt/symbol_addrs.txt alias only,seq_ConditionalReset,23,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80020D38,EndADRSound,EndADRSound,glabel,,14,src/code6cac.c:2132,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=EndADRSound confidence=name-unique insn_diff=-1 combined_score=0.33; body at src/code6cac.c:2132,RESET,,
0x80020D70,sys_helper,func_80020D70,named_syms.txt/symbol_addrs.txt alias only,sys_helper_80020D70,27,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80020DDC,disppracticemenutex_InitReplay,func_80020DDC,named_syms.txt/symbol_addrs.txt alias only,disppracticemenutex_InitReplay_80020DDC,38,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=DispPracticeMenuTex_B_helper_80020DDC,KEEP,,
0x80020E74,DispPracticeMenuTex_B,DispPracticeMenuTex_B,glabel,,231,src/code6cac.c:2148(INCLUDE_ASM),kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=cpu_check_ougi_attack confidence=size-only-ambiguous insn_diff=-2 combined_score=0.00; body at src/code6cac.c:2148(INCLUDE_ASM)",RESET,,yes
0x80021210,mario_test_init_characters,func_80021210,named_syms.txt/symbol_addrs.txt alias only,mario_test_init_characters_80021210,28,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=mario_test_Exec_helper_80021210,KEEP,,
0x80021280,title_mv_exec,func_80021280,named_syms.txt/symbol_addrs.txt alias only,char_motion_nibble_scan_80021280;title_mv_exec;title_mv_exec_80021280,72,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,
0x800213A0,func_800213A0,func_800213A0,glabel,,33,src/code6cac.c:2255,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x80021424,cpu_helper,func_80021424,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_80021424,297,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x800218C8,mario_test_move_to_inventory,func_800218C8,named_syms.txt/symbol_addrs.txt alias only,mario_test_move_to_inventory_800218C8,15,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80021904,char_get_motion_keyframe_table_entry_prev,func_80021904,named_syms.txt/symbol_addrs.txt alias only,char_get_motion_keyframe_table_entry_prev_80021904,28,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80021974,mario_test_get_guard_power,func_80021974,named_syms.txt/symbol_addrs.txt alias only,mario_test_get_guard_power_80021974,28,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800219E4,mario_test_get_charm_bonus,func_800219E4,named_syms.txt/symbol_addrs.txt alias only,mario_test_get_charm_bonus_800219E4,22,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=mario_test_Exec_helper_800219E4,KEEP,,
0x80021A3C,hirahira_helper,func_80021A3C,named_syms.txt/symbol_addrs.txt alias only,hirahira_helper_80021A3C,23,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80021A98,cpu_helper,func_80021A98,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_80021A98,158,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x80021D10,stage_GetTriple,func_80021D10,named_syms.txt/symbol_addrs.txt alias only,stage_GetTriple,40,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80021DB0,mario_helper,func_80021DB0,named_syms.txt/symbol_addrs.txt alias only,mario_helper_80021DB0,285,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x80022224,stage_find_far_corners_with_rand,func_80022224,named_syms.txt/symbol_addrs.txt alias only,stage_find_far_corners_with_rand_80022224,121,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80022408,cpu_find_closest_hotspot,func_80022408,named_syms.txt/symbol_addrs.txt alias only,cpu_find_closest_hotspot_80022408,54,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800224E0,mario_helper,func_800224E0,named_syms.txt/symbol_addrs.txt alias only,mario_helper_800224E0,34,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80022568,pad_button_info_clear,pad_button_info_clear,glabel,,6,src/code6cac.c:2544,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=pad_button_info_clear confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac.c:2544,RESET,,
0x80022580,mario_test_initialize_match,func_80022580,named_syms.txt/symbol_addrs.txt alias only,mario_test_initialize_match_80022580,621,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x80022F34,mario_test_apply_status_updates,func_80022F34,named_syms.txt/symbol_addrs.txt alias only,mario_test_apply_status_updates_80022F34,70,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x8002304C,cpu_helper,func_8002304C,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_8002304C,216,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x800233AC,func_800233AC,func_800233AC,glabel,,167,src/code6cac.c:2683,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x80023648,cpu_helper,func_80023648,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_80023648,159,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x800238C4,camera_set_zoom,camera_set_zoom,glabel,,219,src/code6cac.c:2875,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=camera_set_zoom confidence=name-unique insn_diff=0 combined_score=0.04; body at src/code6cac.c:2875",RESET,,yes
0x80023C30,cpu_helper,func_80023C30,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_80023C30,33,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
